,ESN_test,ESN_pred,DSN_test,DSN_pred,HSN_test,HSN_pred,ARIMA_test,ARIMA_pred,LSTM_test,LSTM_pred,GRU_test,GRU_pred
0,0.0010111002070321007,0.0009698679670346684,0.0010111002070321007,0.0010708892099029347,0.0010111002070321007,0.0009535903244356323,-0.004400183106579192,0.0025718857243265687,0.014219193747341485,-0.0019516218,0.014219193747341485,0.001927292
1,-0.008737919673162509,0.0009480932147278641,-0.008737919673162509,0.0010454344363663558,-0.008737919673162509,0.0009481441573156044,0.0037613585220501733,0.002571003307548381,0.0010111002070321007,-0.016158711,0.0010111002070321007,-0.004640655
2,-0.01874649445133958,0.0009264538570144007,-0.01874649445133958,0.001020246972330643,-0.01874649445133958,0.000942754314083862,0.005496488924634946,0.0025701208907701932,-0.008737919673162509,-0.0013853759,-0.008737919673162509,0.0114557445
3,0.0032914789505973374,0.0009049485893804106,0.0032914789505973374,0.0009953234669978833,0.0032914789505973374,0.0009374210480310096,-0.00011916820606394651,0.0025692384739920055,-0.01874649445133958,0.0013784654,-0.01874649445133958,0.0029844455
4,-0.006140805859666365,0.0008835761134920826,-0.006140805859666365,0.0009706605935112175,-0.006140805859666365,0.0009321446064493611,-0.002147459665637008,0.002568356057213818,0.0032914789505973374,0.0070992857,0.0032914789505973374,-0.005083345
5,0.012557268319928205,0.000862335137381024,0.012557268319928205,0.0009462550494874671,0.012557268319928205,0.0009269252305942753,-0.015405287210732865,0.00256747364043563,-0.006140805859666365,-0.0038960688,-0.006140805859666365,-0.004614204
6,-0.003764119877225802,0.0008412243756216536,-0.003764119877225802,0.0009221035575183428,-0.003764119877225802,0.0009217631556459987,0.00797298255932688,0.0025665912236574424,0.012557268319928205,-0.0015771426,0.012557268319928205,-0.005451724
7,0.0011217554403577523,0.0008202425495008035,0.0011217554403577523,0.0008982028656411064,0.0011217554403577523,0.0009166586106720201,-0.0051066678458608905,0.0025657088068792547,-0.003764119877225802,-0.0012873765,-0.003764119877225802,-0.004063583
8,-0.0023346663502694653,0.0007993883871797378,-0.0023346663502694653,0.0008745497477796174,-0.0023346663502694653,0.0009116118185899535,0.01857193383973943,0.002564826390101067,0.0011217554403577523,0.00021619303,0.0011217554403577523,-0.003520945
9,-0.009575069767046251,0.0007786606238487496,-0.009575069767046251,0.0008511410041565368,-0.009575069767046251,0.0009066229961309578,-0.006550631836860887,0.0025639439733228793,-0.0023346663502694653,-0.014539493,-0.0023346663502694653,0.0094043985
10,-0.0017714796483820905,0.001137954814242511,-0.0017714796483820905,0.0013731375726540786,-0.0017714796483820905,0.000786797099848548,0.007262657183398247,0.0024194372186938477,-0.009575069767046251,-0.014539493,-0.009575069767046251,0.0094043985
11,0.011121774751082114,0.0011131921676853695,0.011121774751082114,0.0013422926109855791,0.011121774751082114,0.0007787779846783158,-0.0034858423096855162,0.002419346642401805,-0.0017714796483820905,-0.014539493,-0.0017714796483820905,0.0094043985
12,0.005917177028088361,0.0010885930702105003,0.005917177028088361,0.0013117807646123919,0.005917177028088361,0.0007708346654040286,-0.0044143158913980685,0.0024192560661097625,0.011121774751082114,-0.014539493,0.011121774751082114,0.0094043985
13,0.009519221385851928,0.0010641561505293287,0.009519221385851928,0.0012815984104951874,0.009519221385851928,0.0007629677215848838,-0.002633996015430462,0.00241916548981772,0.005917177028088361,-0.014539493,0.005917177028088361,0.0094043985
14,-0.03651850588672101,0.0010398800374786536,-0.03651850588672101,0.0012517419322629082,-0.03651850588672101,0.0007551777252418169,-0.0002397985703508354,0.002419074913525677,0.009519221385851928,-0.014539493,0.009519221385851928,0.0094043985
15,0.0048097937483539965,0.0010157633604163184,0.0048097937483539965,0.0012222077214867448,0.0048097937483539965,0.0007474652407813383,-0.007220827266708696,0.0024189843372336346,-0.03651850588672101,-0.014539493,-0.03651850588672101,0.0094043985
16,-0.013757780206823611,0.0009918047496047925,-0.013757780206823611,0.0011929921789070926,-0.013757780206823611,0.0007398308249195862,-0.0008861320916579984,0.002418893760941592,0.0048097937483539965,-0.014539493,0.0048097937483539965,0.0094043985
17,0.0063272350561565105,0.0009680028365828739,0.0063272350561565105,0.0011640917156144348,0.0063272350561565105,0.0007322750266066146,-0.0017746233583686433,0.0024188031846495493,-0.013757780206823611,-0.014539493,-0.013757780206823611,0.0094043985
18,0.017569530367206987,0.0009443562545256969,0.017569530367206987,0.001135502754184896,0.017569530367206987,0.0007247983869509287,-0.0038018245994724253,0.0024187126083575067,0.0063272350561565105,-0.014539493,0.0063272350561565105,0.0094043985
19,0.021879577974480036,0.0009208636385932927,0.021879577974480036,0.001107221729771156,0.021879577974480036,0.0007174014391442657,0.005818198230987726,0.002418622032065464,0.017569530367206987,-0.014539493,0.017569530367206987,0.0094043985
20,0.0026960746480657605,0.0009308736030279282,0.0026960746480657605,0.0011127280674895846,0.0026960746480657605,0.000803266179320893,-0.017393156286283684,0.0012790784030869023,0.021879577974480036,-0.014539493,0.021879577974480036,0.0094043985
21,0.0012791956046180886,0.0009093554936401367,0.0012791956046180886,0.0010871670613071208,0.0012791956046180886,0.0007978691910986197,-0.0074062221354980196,0.0012767009351762914,0.0026960746480657605,-0.014539493,0.0026960746480657605,0.0094043985
22,-0.007211303841093475,0.0008879705207932775,-0.007211303841093475,0.001061877370158993,-0.007211303841093475,0.0007925473845641724,-0.038477617713893686,0.0012743234672656805,0.0012791956046180886,-0.014539493,0.0012791956046180886,0.0094043985
23,0.010204395560156065,0.0008667173906925136,0.010204395560156065,0.0010368556094388038,0.010204395560156065,0.000787301024970475,-0.008317758645285167,0.0012719459993550696,-0.007211303841093475,-0.014539493,-0.007211303841093475,0.0094043985
24,0.006046815374878278,0.0008455948160382087,0.006046815374878278,0.0010120984177567844,0.006046815374878278,0.0007821303694022185,0.003585549341070582,0.0012695685314444588,0.010204395560156065,-0.014539493,0.010204395560156065,0.0094043985
25,0.0038369351629308213,0.0008246015161976626,0.0038369351629308213,0.0009876024575159138,0.0038369351629308213,0.0007770356667267452,-0.015163984600943259,0.0012671910635338479,0.006046815374878278,-0.014539493,0.006046815374878278,0.0094043985
26,0.006506486040563253,0.0008037362173692138,0.006506486040563253,0.0009633644154554213,0.006506486040563253,0.000772017157545591,-0.012910796447168416,0.001264813595623237,0.0038369351629308213,-0.014539493,0.0038369351629308213,0.0094043985
27,-0.0011247621881391723,0.000782997652738854,-0.0011247621881391723,0.0009393810031626095,-0.0011247621881391723,0.0007670750741466865,0.01693055106250707,0.001262436127712626,0.006506486040563253,-0.014539493,0.006506486040563253,0.0094043985
28,-0.00333846697375062,0.0007623845626295799,-0.00333846697375062,0.0009156489575538112,-0.00333846697375062,0.0007622096404572351,-0.0038446462666001935,0.0012600586598020152,-0.0011247621881391723,-0.014539493,-0.0011247621881391723,0.0094043985
29,-0.001390699919923577,0.0007418956946436365,-0.001390699919923577,0.0008921650413253922,-0.001390699919923577,0.000757421071997285,0.012052270237894902,0.0012576811918914043,-0.00333846697375062,-0.014539493,-0.00333846697375062,0.0094043985
30,0.020745310364539193,0.000573434576510989,0.020745310364539193,0.0006284159118660352,0.020745310364539193,0.000921499911162361,-0.00650846225108026,0.0008148586529320503,-0.001390699919923577,-0.014539493,-0.001390699919923577,0.0094043985
31,0.0030198011166984173,0.0005569595316961449,0.0030198011166984173,0.0006116724527102553,0.0030198011166984173,0.000919914521876102,-0.0033138601879549867,0.0008131721971563216,0.020745310364539193,-0.014539493,0.020745310364539193,0.0094043985
32,0.007277990912022858,0.0005405614962197167,0.007277990912022858,0.0005950765685080548,0.007277990912022858,0.0009183909486460296,0.0013094148787233806,0.0008114857413805928,0.0030198011166984173,-0.014539493,0.0030198011166984173,0.0094043985
33,0.014482088030263185,0.0005242396060611816,0.014482088030263185,0.0005786260827264651,0.014482088030263185,0.0009169289545028242,-0.007003442789793368,0.000809799285604864,0.007277990912022858,-0.014539493,0.007277990912022858,0.0094043985
34,0.004022648342299817,0.0005079930059283279,0.004022648342299817,0.0005623188473416361,0.004022648342299817,0.00091552829491424,0.0042954262844867586,0.0008081128298291352,0.014482088030263185,-0.014539493,0.014482088030263185,0.0094043985
35,-0.005436487566504056,0.0004918208492189051,-0.005436487566504056,0.000546152742649614,-0.005436487566504056,0.0009141887178019934,-0.0033295395693624386,0.0008064263740534065,0.004022648342299817,-0.014539493,0.004022648342299817,0.0094043985
36,0.023645652107108894,0.00047572229798080435,0.023645652107108894,0.0005301256770714616,0.023645652107108894,0.0009129099635598159,0.004422364192362416,0.0008047399182776777,-0.005436487566504056,-0.014539493,-0.005436487566504056,0.0094043985
37,-0.00016257519138385135,0.0004596965228708778,-0.00016257519138385135,0.0005142355869530704,-0.00016257519138385135,0.0009116917650726425,-0.005036911422098278,0.0008030534625019489,0.023645652107108894,-0.014539493,0.023645652107108894,0.0094043985
38,-0.013174774255295674,0.0004437427031124214,-0.013174774255295674,0.0004984804363598024,-0.013174774255295674,0.0009105338477369766,-0.008776435085364298,0.0008013670067262202,-0.00016257519138385135,-0.014539493,-0.00016257519138385135,0.0094043985
